date,years_exp,cid,cfcontrol,leg_totalbills,state,amtsumlag_1,amtsumfwd_1,billsumfwd_1,billsum,amtsum
2012,24,N00002782,0.0,2.0,FL,229.65,1.5,0.0,1.0,212.667
2014,4,N00005918,-0.5622406051732552,29.0,TX,146.376,0.0,0.0,0.0,29.441
2006,14,N00004196,0.0,11.0,MI,198.206,397.67400000000004,7.0,0.0,324.578
2008,16,N00004196,0.0,15.0,MI,397.67400000000004,334.2990000000001,2.0,1.0,484.858
2010,18,N00004196,0.0,5.0,MI,334.2990000000001,0.0,0.0,0.0,68.0
2008,20,N00003254,0.0,1.0,TN,611.545,466.01099999999997,0.0,0.0,654.114
2010,22,N00003254,0.0,2.0,TN,466.01099999999997,0.0,0.0,0.0,29.0
2008,20,N00003350,0.0,1.0,MS,149.34799999999996,168.75,0.0,0.0,239.771
2010,22,N00003350,0.0,5.0,MS,168.75,0.0,0.0,0.0,422.89300000000003
2006,28,N00007256,0.0,12.0,CA,721.794,0.0,0.0,1.0,116.352
2006,18,N00006246,0.0,10.0,WY,601.591,3.0,0.0,0.0,542.876
2006,14,N00003288,0.0,3.0,MS,373.26800000000003,641.44,3.0,0.0,531.974
2008,16,N00003288,0.0,11.0,MS,641.44,654.925,1.0,2.0,655.41
2010,18,N00003288,0.0,7.0,MS,654.925,449.0,0.0,0.0,444.166
2012,20,N00003288,0.0,5.0,MS,449.0,496.361,2.0,0.0,423.765
2014,22,N00003288,0.0,2.0,MS,496.361,0.0,0.0,0.0,445.724
2006,12,N00006052,0.0,1.0,TX,42.3,39.05,1.0,0.0,102.92200000000001
2008,14,N00006052,0.0,3.0,TX,39.05,57.325,1.0,0.0,146.629
2010,16,N00006052,0.0,4.0,TX,57.325,188.05,0.0,0.0,182.27900000000002
2012,18,N00006052,0.0,2.0,TX,188.05,297.703,2.0,0.0,275.54900000000004
2014,20,N00006052,0.0,3.0,TX,297.703,0.0,0.0,0.0,406.775
2006,12,N00008144,0.0,2.0,KS,269.43,306.426,1.0,0.0,266.074
2008,14,N00008144,0.0,2.0,KS,306.426,1270.698,0.0,0.0,314.5440000000001
2006,24,N00001082,0.0,3.0,NY,259.887,388.05,6.0,0.0,493.695
2008,26,N00001082,0.0,10.0,NY,388.05,411.5,5.0,0.0,528.975
2010,28,N00001082,0.0,11.0,NY,411.5,352.191,1.0,0.0,427.671
2012,30,N00001082,0.0,4.0,NY,352.191,0.0,0.0,0.0,163.0
2006,20,N00004133,0.0,4.0,MI,303.015,331.8,1.0,0.0,363.35699999999997
2008,22,N00004133,0.0,2.0,MI,331.8,393.09,1.0,0.0,521.3430000000002
2010,24,N00004133,0.0,3.0,MI,393.09,1172.19,1.0,0.0,971.028
2012,26,N00004133,0.0,3.0,MI,1172.19,1214.1989999999996,4.0,2.0,1937.1960000000001
2014,28,N00004133,0.0,1.0,MI,1214.1989999999996,0.0,0.0,1.0,2335.001
2006,14,N00001102,0.0,3.0,NY,201.167,373.749,6.0,0.0,234.949
2008,16,N00001102,0.0,9.0,NY,373.749,305.75,0.0,1.0,439.64300000000003
2010,18,N00001102,0.0,3.0,NY,305.75,224.25,0.0,0.0,326.051
2012,20,N00001102,0.0,8.0,NY,224.25,167.25,0.0,1.0,311.947
2014,22,N00001102,0.0,1.0,NY,167.25,0.0,0.0,0.0,190.426
2006,22,N00003813,0.0,3.0,IN,230.937,312.1670000000001,0.0,0.0,261.38599999999997
2008,24,N00003813,0.0,6.0,IN,312.1670000000001,285.692,1.0,2.0,362.596
2006,18,N00001261,0.0,2.0,NY,159.015,367.43,0.0,0.0,706.9830000000003
2008,14,N00003159,0.0,2.0,TN,166.97,11.5,0.0,0.0,187.778
2010,16,N00003159,0.0,1.0,TN,11.5,0.0,0.0,0.0,12.0
2006,16,N00006690,0.0,3.0,CA,56.0,36.8,7.0,0.0,121.635
2008,18,N00006690,0.0,11.0,CA,36.8,31.9,0.0,0.0,144.686
2010,20,N00006690,0.0,10.0,CA,31.9,22.0,0.0,1.0,80.468
2012,22,N00006690,0.0,9.0,CA,22.0,232.89,1.0,1.0,286.093
2014,24,N00006690,0.0,1.0,CA,232.89,0.0,0.0,0.0,365.50300000000004
2008,16,N00002328,0.0,20.0,NC,157.006,160.0,0.0,0.0,325.877
2010,18,N00002328,0.0,1.0,NC,160.0,265.25,0.0,0.0,325.661
2012,20,N00002328,0.0,57.0,NC,265.25,8.5,0.0,0.0,495.80199999999996
2014,0,N00001861,0.0,4.0,CA,415.971,0.0,0.0,1.0,24.781
2006,32,N00001861,0.0,4.0,CA,194.011,315.55,10.0,0.0,296.008
2008,34,N00001861,0.0,11.0,CA,315.55,577.497,5.0,0.0,400.18199999999996
2010,36,N00001861,0.0,5.0,CA,577.497,261.2,1.0,1.0,539.3330000000002
2006,12,N00002807,0.0,3.0,FL,97.96,105.67299999999999,2.0,0.0,175.104
2006,12,N00004745,0.0,9.0,IL,470.023,348.59,1.0,0.0,689.6419999999997
2008,14,N00004745,0.0,3.0,IL,348.59,0.0,0.0,0.0,9.0
2006,12,N00003467,0.0,8.0,KY,294.695,301.06,0.0,0.0,300.13
2008,14,N00003467,0.0,3.0,KY,301.06,268.471,0.0,0.0,310.411
2010,16,N00003467,0.0,4.0,KY,268.471,642.73,2.0,1.0,556.974
2012,18,N00003467,0.0,5.0,KY,642.73,741.2860000000003,2.0,2.0,746.0889999999997
2014,20,N00003467,0.0,4.0,KY,741.2860000000003,0.0,0.0,2.0,732.824
2006,12,N00003280,0.0,4.0,MS,112.0,99.6,0.0,0.0,236.222
2008,14,N00003280,-0.8925125215784175,9.0,MS,99.6,326.9,0.0,0.0,2684.6409999999996
2012,18,N00003280,0.0,3.0,MS,963.6210000000001,36.0,2.0,0.0,789.185
2006,26,N00002073,0.0,6.0,VA,185.25,168.35,2.0,0.0,346.77
2010,30,N00002073,0.0,4.0,VA,158.80200000000005,166.61700000000005,0.0,0.0,323.89799999999997
2012,32,N00002073,0.0,5.0,VA,166.61700000000005,121.65,0.0,0.0,212.86900000000003
2014,34,N00002073,0.0,5.0,VA,121.65,0.0,0.0,0.0,3.0
2006,0,N00007458,0.0,5.0,CA,234.799,142.217,5.0,0.0,239.84599999999998
2008,0,N00007458,0.0,5.0,CA,142.217,161.91299999999995,5.0,0.0,178.394
2010,0,N00007458,0.0,5.0,CA,161.91299999999995,51.51,1.0,0.0,163.512
2012,0,N00007458,0.0,1.0,CA,51.51,0.0,0.0,0.0,3.0
2010,30,N00007724,0.0,27.0,OR,824.1,86.75,10.0,0.0,1048.5839999999996
2006,14,N00001849,0.0,1.0,MD,158.989,526.951,1.0,0.0,362.19199999999995
2008,16,N00001849,0.0,2.0,MD,526.951,0.0,0.0,0.0,755.5830000000003
2006,36,N00001817,0.0,1.0,FL,47.0,138.58700000000002,0.0,0.0,283.784
2008,38,N00001817,0.0,2.0,FL,138.58700000000002,38.504,0.0,0.0,246.63400000000001
2010,40,N00001817,0.0,2.0,FL,38.504,132.94899999999998,0.0,0.0,346.531
2012,42,N00001817,0.0,2.0,FL,132.94899999999998,102.04799999999999,0.0,0.0,408.601
2006,34,N00007999,0.0,24.0,AK,425.72,198.158,3.0,0.0,284.572
2008,36,N00007999,0.0,16.0,AK,198.158,148.408,0.0,1.0,464.473
2010,38,N00007999,0.0,32.0,AK,148.408,147.71200000000005,6.0,0.0,217.94400000000002
2012,40,N00007999,0.0,14.0,AK,147.71200000000005,143.85,4.0,1.0,217.155
2014,42,N00007999,0.0,13.0,AK,143.85,0.0,0.0,0.0,174.025
2010,18,N00006347,0.0,7.0,UT,1217.123,10.0,0.0,0.0,703.095
2008,36,N00001669,0.0,21.0,DE,179.049,0.0,0.0,2.0,188.235
2006,24,N00006518,0.0,16.0,NM,735.8989999999999,18.0,5.0,0.0,900.697
2010,24,N00005178,0.0,2.0,MO,32.3,0.0,0.0,0.0,12.809000000000001
2006,54,N00002200,0.0,3.0,WV,819.559,2.0,0.0,0.0,617.928
2006,20,N00004613,0.0,7.0,ND,1323.141,138.55,0.0,0.0,762.935
2012,26,N00004613,0.0,10.0,ND,47.943999999999996,0.0,0.0,0.0,3.0
2008,36,N00006515,0.0,15.0,NM,966.2860000000001,0.0,0.0,1.0,78.0
2010,18,N00000036,0.0,23.0,WI,374.475,0.0,0.0,0.0,1634.5610000000001
2006,15,N00007364,0.0,69.0,CA,605.076,5.5,9.0,1.0,761.6460000000003
2012,21,N00007364,0.0,44.0,CA,927.4780000000001,18.25,4.0,1.0,894.258
2006,30,N00009869,0.0,26.0,UT,923.188,69.7,2.0,0.0,1067.9189999999999
2012,36,N00009869,0.0,8.0,UT,2215.975,143.915,7.0,1.0,2276.802
2006,14,N00005675,0.0,9.0,TX,354.916,106.228,0.0,0.0,855.8839999999999
2012,20,N00005675,0.0,5.0,TX,4.5,0.0,0.0,0.0,2.3
2010,52,N00001762,0.0,5.0,HI,712.5219999999997,64.0,5.0,0.0,378.496
2006,45,N00000308,0.0,24.0,MA,797.922,47.7,10.0,0.0,289.76
2008,24,N00000245,0.0,37.0,MA,744.813,73.1,2.0,2.0,739.505
2006,18,N00004309,0.0,10.0,WI,3.0,1.0,4.0,0.0,208.38099999999997
2008,25,N00000659,0.0,26.0,NJ,635.07,91.90100000000001,1.0,1.0,1297.578
2010,36,N00009918,0.0,24.0,VT,592.011,42.75,10.0,4.0,416.305
2008,30,N00001691,0.0,17.0,MI,693.217,5.5,1.0,2.0,525.793
2014,36,N00001691,0.0,11.0,MI,0.0,0.0,0.0,2.0,0.01
2006,18,N00000616,0.0,15.0,CT,797.596,9.0,2.0,0.0,2326.257
2006,30,N00001764,0.0,21.0,IN,440.665,2.0,4.0,0.0,428.42
2012,36,N00001764,0.0,3.0,IN,1017.505,1.0,0.0,0.0,767.285
2008,24,N00003389,0.0,5.0,KY,1891.8770000000002,188.125,0.0,1.0,3085.571
2014,30,N00003389,0.0,8.0,KY,2302.591,0.0,0.0,1.0,7145.844
2010,16,N00007876,0.0,12.0,WA,1394.816,61.924,7.0,0.0,2849.205
2008,24,N00001685,0.0,13.0,WV,966.449,141.4,7.0,1.0,741.273
2010,30,N00001604,0.0,22.0,PA,1320.537,5.0,0.0,1.0,2224.572
2008,41,N00007997,0.0,6.0,AK,723.39,2.45,0.0,0.0,1086.373
2008,30,N00002097,0.0,4.0,VA,434.881,164.15,0.0,0.0,2051.37
2008,30,N00002061,0.0,4.0,VA,82.295,0.0,0.0,0.0,17.5
2006,10,N00003028,0.0,2.0,AL,119.322,126.25299999999999,0.0,0.0,189.72099999999998
2008,12,N00003028,0.0,2.0,AL,126.25299999999999,98.2,0.0,0.0,179.78400000000005
2010,14,N00003028,0.0,2.0,AL,98.2,267.25,0.0,0.0,212.172
2012,16,N00003028,0.0,6.0,AL,267.25,397.00300000000004,0.0,1.0,351.029
2014,18,N00003028,0.0,2.0,AL,397.00300000000004,0.0,0.0,1.0,376.216
2006,10,N00000469,0.0,5.0,ME,107.001,375.194,5.0,0.0,265.995
2008,12,N00000469,0.9166947085424362,8.0,ME,375.194,0.046,0.0,0.0,403.34
2006,10,N00005455,0.0,5.0,AR,255.28799999999998,460.19699999999995,2.0,0.0,397.74300000000005
2008,12,N00005455,0.0,2.0,AR,460.19699999999995,355.38699999999994,0.0,0.0,361.62199999999996
2010,14,N00005455,0.0,2.0,AR,355.38699999999994,0.0,0.0,0.0,38.5
2006,10,N00005195,0.0,5.0,MO,896.44,820.898,0.0,0.0,1055.381
2010,14,N00005195,-0.5103651429806236,1.0,MO,1299.191,292.55,2.0,0.0,5268.514
2006,9,N00007068,0.0,6.0,CA,143.0,221.15,4.0,0.0,378.63
2008,11,N00007068,0.0,5.0,CA,221.15,415.45,1.0,0.0,328.0019999999999
2010,13,N00007068,0.0,3.0,CA,415.45,360.028,1.0,0.0,783.747
2012,15,N00007068,0.0,5.0,CA,360.028,0.0,0.0,2.0,965.9689999999999
2006,10,N00004208,0.0,7.0,IA,543.935,547.151,2.0,0.0,827.028
2008,12,N00004208,0.0,6.0,IA,547.151,482.92400000000004,0.0,0.0,577.243
2010,14,N00004208,0.0,6.0,IA,482.92400000000004,418.708,1.0,0.0,605.656
2012,16,N00004208,0.0,5.0,IA,418.708,0.0,0.0,0.0,543.422
2008,12,N00002743,0.0,2.0,FL,451.46,733.2080000000003,0.0,0.0,535.933
2010,14,N00002743,0.0,1.0,FL,733.2080000000003,0.0,0.0,0.0,1206.932
2006,10,N00005883,0.0,4.0,TX,170.30900000000003,233.69099999999997,0.0,0.0,290.73
2008,12,N00005883,0.0,14.0,TX,233.69099999999997,273.014,2.0,0.0,342.01099999999997
2010,14,N00005883,0.0,3.0,TX,273.014,429.256,7.0,0.0,515.6659999999998
2012,16,N00005883,0.0,2.0,TX,429.256,937.451,2.0,1.0,711.077
2014,18,N00005883,0.0,6.0,TX,937.451,0.0,0.0,1.0,892.0060000000003
2006,9,N00001619,0.0,4.0,PA,108.569,163.5,1.0,0.0,166.75900000000001
2008,11,N00001619,0.0,10.0,PA,163.5,125.919,0.0,0.0,253.56900000000002
2010,13,N00001619,0.0,9.0,PA,125.919,121.5,0.0,0.0,172.06599999999997
2014,17,N00001619,0.0,2.0,PA,122.3,0.0,0.0,0.0,261.427
2006,10,N00006349,0.0,9.0,UT,239.614,309.25,2.0,0.0,499.50699999999995
2008,12,N00006349,0.0,11.0,UT,309.25,1.0,0.0,0.0,367.305
2006,9,N00007232,0.0,5.0,CA,175.489,225.646,7.0,0.0,249.61700000000002
2008,11,N00007232,0.0,5.0,CA,225.646,215.65,5.0,0.0,276.422
2010,13,N00007232,0.0,8.0,CA,215.65,384.472,2.0,0.0,210.80700000000002
2012,15,N00007232,0.0,8.0,CA,384.472,452.458,6.0,0.0,1148.606
2014,17,N00007232,0.0,8.0,CA,452.458,0.0,0.0,1.0,692.426
2006,10,N00003758,0.0,2.0,IN,40.0,14.777000000000001,1.0,0.0,277.501
2006,10,N00000133,0.0,3.0,VI,18.0,37.1,2.0,0.0,73.15
2010,14,N00000133,0.0,2.0,VI,96.819,56.515,0.0,0.0,75.82600000000002
2012,16,N00000133,0.0,10.0,VI,56.515,123.617,1.0,0.0,138.5
2014,18,N00000133,0.0,3.0,VI,123.617,0.0,0.0,0.0,33.5
2006,10,N00004884,0.0,6.0,IL,150.252,166.873,3.0,0.0,149.431
2008,12,N00004884,0.0,5.0,IL,166.873,366.215,0.0,1.0,169.613
2010,14,N00004884,0.0,12.0,IL,366.215,144.5,1.0,0.0,244.739
2012,16,N00004884,0.0,3.0,IL,144.5,257.0,1.0,0.0,212.226
2014,18,N00004884,0.0,3.0,IL,257.0,0.0,0.0,0.0,254.071
2006,10,N00006134,0.0,6.0,CO,151.22,260.599,4.0,0.0,198.43099999999998
2008,12,N00006134,0.0,9.0,CO,260.599,214.765,2.0,0.0,285.1
2010,14,N00006134,0.0,1.0,CO,214.765,255.59099999999998,2.0,1.0,311.432
2012,16,N00006134,0.0,5.0,CO,255.59099999999998,245.549,2.0,1.0,351.259
2014,18,N00006134,0.0,2.0,CO,245.549,0.0,0.0,0.0,372.648
2006,10,N00000280,0.0,2.0,MA,136.0,60.0,1.0,0.0,145.05
2008,12,N00000280,0.0,10.0,MA,60.0,53.7,2.0,0.0,90.822
2010,14,N00000280,0.0,6.0,MA,53.7,0.0,0.0,3.0,5.5
2006,10,N00005090,0.0,9.0,MO,311.829,267.242,0.0,0.0,374.134
2010,14,N00005090,0.0,1.0,MO,343.05,418.35,2.0,0.0,566.45
2012,16,N00005090,0.0,4.0,MO,418.35,7.5,1.0,0.0,565.143
2008,12,N00002269,0.0,14.0,NC,314.85,386.79699999999997,0.0,0.0,350.208
2010,14,N00002269,0.0,2.0,NC,386.79699999999997,3.1489999999999996,0.0,0.0,505.37800000000004
2006,10,N00000983,0.0,10.0,NY,394.56800000000004,282.25,3.0,0.0,392.93800000000016
2008,12,N00000983,0.0,3.0,NY,282.25,38.5,0.0,0.0,169.8
2006,10,N00002167,0.0,3.0,VA,90.5,71.3,0.0,0.0,195.585
2008,12,N00002167,0.0,3.0,VA,71.3,0.0,0.0,0.0,546.413
2006,10,N00008799,0.0,5.0,TX,202.138,268.8,2.0,0.0,227.35299999999998
2008,12,N00008799,0.0,2.0,TX,268.8,273.79200000000003,0.0,0.0,304.175
2010,14,N00008799,0.0,1.0,TX,273.79200000000003,294.6,0.0,0.0,297.99
2012,16,N00008799,0.0,1.0,TX,294.6,267.186,0.0,0.0,286.086
2014,18,N00008799,0.0,3.0,TX,267.186,0.0,0.0,0.0,260.014
2006,10,N00006008,0.0,4.0,TX,140.274,126.052,3.0,0.0,252.093
2008,12,N00006008,0.0,1.0,TX,126.052,105.6,0.0,0.0,243.55
2010,14,N00006008,0.0,1.0,TX,105.6,100.5,1.0,0.0,207.07
2012,16,N00006008,0.0,1.0,TX,100.5,144.561,2.0,0.0,222.047
2014,18,N00006008,0.0,4.0,TX,144.561,0.0,0.0,1.0,239.31
2006,10,N00007700,0.0,6.0,OR,303.36,376.505,4.0,0.0,1246.8210000000001
2008,12,N00007700,0.0,8.0,OR,376.505,7.5,0.0,0.0,22.5
2006,10,N00008032,0.0,2.0,MO,358.462,287.563,1.0,0.0,420.225
2006,10,N00004005,0.0,1.0,MI,132.8,264.79900000000004,0.0,0.0,219.946
2008,12,N00004005,0.0,1.0,MI,264.79900000000004,175.41400000000004,0.0,0.0,350.38599999999997
2006,10,N00004403,0.0,3.0,WI,198.735,390.25,6.0,0.0,284.097
2008,12,N00004403,0.0,14.0,WI,390.25,447.985,1.0,0.0,518.54
2010,14,N00004403,0.0,7.0,WI,447.985,622.693,2.0,1.0,971.8660000000001
2012,16,N00004403,0.0,9.0,WI,622.693,743.25,4.0,0.0,744.441
2014,18,N00004403,0.0,8.0,WI,743.25,0.0,0.0,0.0,824.477
2006,10,N00003572,0.0,10.0,OH,32.0,65.579,1.0,0.0,153.495
2008,12,N00003572,0.0,12.0,OH,65.579,21.5,2.0,0.0,173.40200000000004
2010,14,N00003572,0.0,9.0,OH,21.5,49.0,3.0,1.0,120.288
2012,16,N00003572,0.0,10.0,OH,49.0,0.0,0.0,0.0,163.863
2008,12,N00005928,0.0,9.0,TX,523.836,3.0010000000000003,0.0,0.0,878.6030000000003
2006,9,N00008046,0.0,7.0,CA,118.117,135.861,7.0,0.0,114.145
2008,11,N00008046,0.0,10.0,CA,135.861,227.076,1.0,0.0,152.463
2010,13,N00008046,0.0,8.0,CA,227.076,158.921,2.0,0.0,207.63400000000001
2012,15,N00008046,0.0,5.0,CA,158.921,128.263,5.0,1.0,203.135
2014,17,N00008046,0.0,7.0,CA,128.263,0.0,0.0,0.0,182.106
2006,10,N00001148,0.0,6.0,NY,234.65,234.774,11.0,0.0,292.344
2008,12,N00001148,0.0,9.0,NY,234.774,243.25,2.0,0.0,304.045
2010,14,N00001148,0.0,16.0,NY,243.25,318.866,3.0,0.0,462.395
2012,16,N00001148,0.0,3.0,NY,318.866,223.0,5.0,0.0,537.095
2014,18,N00001148,0.0,1.0,NY,223.0,0.0,0.0,0.0,4.01
2006,10,N00000179,0.0,3.0,MA,126.001,151.154,6.0,0.0,97.78299999999999
2008,12,N00000179,0.0,3.0,MA,151.154,207.662,1.0,0.0,159.793
2010,14,N00000179,0.0,6.0,MA,207.662,241.683,1.0,0.0,348.94199999999995
2012,16,N00000179,0.0,4.0,MA,241.683,191.25,0.0,1.0,211.521
2014,18,N00000179,0.0,2.0,MA,191.25,0.0,0.0,0.0,186.107
2006,10,N00002356,0.0,1.0,NC,166.263,167.77,2.0,0.0,242.40099999999998
2008,12,N00001171,0.0,1.0,NY,397.861,362.39300000000003,0.0,0.0,461.091
2010,14,N00001171,0.0,2.0,NY,362.39300000000003,269.092,0.0,0.0,325.143
2012,16,N00001171,0.0,1.0,NY,269.092,375.26,0.0,0.0,303.44
2014,18,N00001171,0.0,4.0,NY,375.26,0.0,0.0,0.0,466.441
2006,10,N00005282,0.0,6.0,KS,220.80599999999998,227.575,3.0,0.0,266.933
2008,12,N00005282,0.0,4.0,KS,227.575,432.418,1.0,0.0,2807.086
2010,14,N00005282,-0.914935070283024,6.0,KS,432.418,127.5,1.0,0.0,1018.416
2006,10,N00000751,0.0,8.0,NJ,205.468,322.237,3.0,0.0,268.401
2008,12,N00000751,0.0,17.0,NJ,322.237,393.02099999999996,1.0,0.0,339.0019999999999
2010,14,N00000751,0.0,9.0,NJ,393.02099999999996,395.337,0.0,0.0,361.459
2012,16,N00000751,0.0,19.0,NJ,395.337,425.439,2.0,0.0,794.081
2014,18,N00000751,0.0,8.0,NJ,425.439,0.0,0.0,0.0,571.7919999999998
2006,10,N00001422,0.0,2.0,PA,119.616,149.275,1.0,0.0,188.669
2008,12,N00001422,0.0,4.0,PA,149.275,0.0,0.0,1.0,0.0
2006,10,N00003341,0.0,4.0,MS,402.906,210.25,0.0,0.0,434.14599999999996
2006,10,N00001633,0.0,6.0,PA,102.15,181.6,0.0,0.0,208.083
2008,12,N00001633,0.0,1.0,PA,181.6,159.149,0.0,0.0,242.362
2010,14,N00001633,0.0,6.0,PA,159.149,544.674,4.0,0.0,316.437
2006,10,N00006067,0.0,4.0,TX,137.221,226.6,1.0,0.0,210.9
2008,12,N00006067,0.0,7.0,TX,226.6,224.356,1.0,0.0,219.398
2010,14,N00006067,0.0,3.0,TX,224.356,348.962,0.0,0.0,225.477
2012,16,N00006067,0.0,3.0,TX,348.962,6.0,0.0,0.0,316.58799999999997
2008,10,N00009828,0.0,8.0,TX,492.709,435.485,0.0,0.0,1291.8239999999996
2010,12,N00009828,0.0,3.0,TX,435.485,15.1,0.0,0.0,721.825
2006,10,N00008619,0.0,2.0,NJ,265.67900000000003,254.75,3.0,0.0,234.29
2010,14,N00008619,0.0,4.0,NJ,196.40099999999998,259.515,0.0,0.0,260.275
2012,16,N00008619,0.0,7.0,NJ,259.515,0.0,0.0,0.0,203.514
2006,10,N00008274,0.0,3.0,CA,240.697,306.13599999999997,0.0,0.0,346.49199999999996
2008,12,N00008274,0.0,4.0,CA,306.13599999999997,361.51,0.0,0.0,318.48
2010,14,N00008274,0.0,4.0,CA,361.51,371.265,1.0,0.0,588.852
2012,16,N00008274,0.0,1.0,CA,371.265,258.872,0.0,0.0,383.55800000000005
2014,18,N00008274,0.0,4.0,CA,258.872,0.0,0.0,0.0,371.26
2006,10,N00005681,0.0,1.0,TX,385.348,326.8,0.0,0.0,434.17699999999996
2008,12,N00005681,0.0,5.0,TX,326.8,440.978,0.0,0.0,457.10699999999997
2010,14,N00005681,0.0,2.0,TX,440.978,582.2280000000002,0.0,0.0,631.072
2012,16,N00005681,0.0,7.0,TX,582.2280000000002,715.245,0.0,0.0,547.993
2014,18,N00005681,0.0,1.0,TX,715.245,0.0,0.0,0.0,900.184
2006,10,N00006897,0.0,2.0,CA,268.6,263.965,3.0,0.0,214.472
2008,12,N00006897,0.0,5.0,CA,263.965,268.15,0.0,0.0,260.57099999999997
2010,14,N00006897,0.0,8.0,CA,268.15,315.9,0.0,0.0,283.246
2012,16,N00006897,0.0,3.0,CA,315.9,296.4,1.0,0.0,2221.966
2014,18,N00006897,0.0,1.0,CA,296.4,0.0,0.0,0.0,348.079
2006,10,N00004961,0.0,5.0,IL,345.121,363.788,0.0,0.0,441.465
2012,16,N00004961,0.0,2.0,IL,777.6039999999997,794.454,1.0,1.0,864.565
2014,18,N00004961,0.0,1.0,IL,794.454,0.0,0.0,1.0,873.908
2006,10,N00007833,0.0,1.0,WA,162.386,195.09799999999998,2.0,0.0,246.424
2008,12,N00007833,0.0,4.0,WA,195.09799999999998,198.804,0.0,0.0,199.345
2010,14,N00007833,0.0,3.0,WA,198.804,318.5,1.0,0.0,333.939
2012,16,N00007833,0.0,4.0,WA,318.5,355.675,0.0,0.0,414.064
2014,18,N00007833,0.0,3.0,WA,355.675,0.0,0.0,1.0,367.111
2006,10,N00008188,0.0,1.0,AR,5.2,4.0,1.0,0.0,247.81900000000002
2006,10,N00004118,0.0,17.0,MI,810.581,171.7,1.0,0.0,2367.476
2012,16,N00004118,0.0,15.0,MI,1374.477,115.01700000000001,6.0,4.0,1858.885
2008,12,N00000397,0.0,1.0,NH,1170.61,10.953,0.0,0.0,1764.286
2006,10,N00007422,0.0,4.0,CA,196.53099999999998,509.67699999999996,0.0,0.0,329.41
2008,12,N00007422,0.0,51.0,CA,509.67699999999996,66.883,3.0,0.0,399.145
2010,14,N00004572,0.0,6.0,SD,1135.545,232.5,6.0,1.0,1009.467
2006,10,N00000226,0.0,2.0,MA,85.75,140.016,2.0,0.0,92.488
2008,12,N00000226,0.0,2.0,MA,140.016,113.905,0.0,0.0,103.22200000000001
2010,14,N00000226,0.0,1.0,MA,113.905,266.368,1.0,0.0,199.643
2012,16,N00000226,0.0,7.0,MA,266.368,422.01099999999997,1.0,0.0,712.503
2014,18,N00000226,0.0,7.0,MA,422.01099999999997,0.0,0.0,1.0,397.986
2006,10,N00002905,0.0,3.0,FL,108.316,307.935,0.0,0.0,138.089
2008,12,N00002905,0.0,7.0,FL,307.935,107.8,2.0,1.0,245.986
2006,9,N00006546,0.0,15.0,NM,654.563,480.97,1.0,0.0,2364.355
2008,11,N00006546,-0.874053982295652,6.0,NM,480.97,0.0,0.0,0.0,178.111
2008,12,N00000491,0.0,12.0,ME,1587.111,73.5,0.0,0.0,1478.675
2014,18,N00000491,0.0,10.0,ME,1138.52,0.0,0.0,1.0,2041.7720000000002
2008,12,N00006249,0.0,4.0,WY,515.184,113.75,0.0,0.0,813.44
2014,18,N00006249,0.0,9.0,WY,1362.464,0.0,0.0,1.0,604.249
2008,12,N00005301,0.0,4.0,NE,169.975,0.0,0.0,0.0,2.5
2008,12,N00005395,0.0,24.0,LA,1377.78,152.064,3.0,0.0,2103.521
2014,18,N00005395,0.0,11.0,LA,1684.983,0.0,0.0,1.0,2916.997000000001
2008,12,N00003062,0.0,7.0,AL,760.868,45.25,0.0,0.0,584.42
2008,12,N00007815,0.0,19.0,OR,1283.7939999999999,2.2,0.0,0.0,2955.948
2008,10,N00005960,0.0,5.0,TX,268.767,319.156,0.0,0.0,347.845
2010,12,N00005960,0.0,3.0,TX,319.156,379.35,1.0,0.0,369.034
2006,8,N00007936,0.0,6.0,WA,132.666,191.74099999999999,5.0,0.0,247.515
2008,10,N00007936,0.0,7.0,WA,191.74099999999999,110.275,0.0,0.0,236.352
2010,12,N00007936,0.0,2.0,WA,110.275,0.0,0.0,0.0,5.276
2006,8,N00004367,0.0,3.0,WI,142.127,153.381,5.0,0.0,190.946
2008,10,N00004367,0.0,5.0,WI,153.381,137.61700000000002,3.0,0.0,273.259
2010,12,N00004367,0.0,6.0,WI,137.61700000000002,297.5420000000001,3.0,0.0,224.055
2012,14,N00004367,1.068360612311995,8.0,WI,297.5420000000001,172.604,1.0,2.0,4769.6579999999985
2006,8,N00004357,0.0,6.0,WI,333.2290000000001,374.38300000000004,0.0,0.0,373.68699999999995
2008,10,N00004357,0.0,4.0,WI,374.38300000000004,471.85,0.0,0.0,516.195
2010,12,N00004357,0.0,2.0,WI,471.85,614.4490000000002,1.0,0.0,819.0939999999997
2012,14,N00004357,0.0,2.0,WI,614.4490000000002,811.7560000000003,0.0,0.0,689.975
2014,16,N00004357,0.0,2.0,WI,811.7560000000003,0.0,0.0,1.0,1546.174
2006,8,N00005233,0.0,2.0,KS,553.888,464.86699999999996,8.0,0.0,535.807
2008,10,N00005233,0.0,6.0,KS,464.86699999999996,312.972,0.0,0.0,566.072
2010,12,N00005233,0.0,5.0,KS,312.972,0.0,0.0,0.0,19.0
2006,8,N00000267,0.0,2.0,MA,152.75,263.16200000000003,2.0,0.0,200.71200000000002
2008,10,N00000267,0.0,2.0,MA,263.16200000000003,2199.195,0.0,0.0,267.472
