date,years_exp,cid,cfcontrol,leg_totalbills,state,amtsumlag_1,amtsumfwd_1,billsumfwd_1,billsum,amtsum,unemplag_1,logleg_totalbills,logamtsumlag_1,logamtsumfwd_1,logamtsum,exp_5_9,exp_10_19,exp20,post2009years,amtsum_5to9exp,amtsum_10to19exp,amtsum_exp20,amtsumlag1_5to9exp,amtsumlag1_10to19exp,amtsumlag1_exp20,amtsumfwd1_5to9exp,amtsumfwd1_10to19exp,amtsumfwd1_exp20,amtsum_post2009years,amtsumfwd1_post2009years,amtsumlag1_post2009years,logamtsum_5to9exp,logamtsum_10to19exp,logamtsum_exp20,logamtsumlag1_5to9exp,logamtsumlag1_10to19exp,logamtsumlag1_exp20,logamtsumfwd1_5to9exp,logamtsumfwd1_10to19exp,logamtsumfwd1_exp20,logamtsum_post2009years,logamtsumfwd1_post2009years,logamtsumlag1_post2009years
2008,20,N00001813,0.0,2.0,NY,115.5,123.0,3.0,0.0,170.945,4.6,0.6931471805599453,4.749270529961848,4.812184355372417,5.1413418673393485,0,0,1,2008,0.0,0.0,170.945,0.0,0.0,115.5,0.0,0.0,123.0,343257.56,246984.0,231924.0,0.0,0.0,5.1413418673393485,0.0,0.0,4.749270529961848,0.0,0.0,4.812184355372417,10323.814469617411,9662.866185587813,9536.53522416339
2010,22,N00001813,0.0,2.0,NY,123.0,77.5,2.0,0.0,127.751,8.3,0.6931471805599453,4.812184355372417,4.350277936359301,4.850083056841827,0,0,1,1,0.0,0.0,127.751,0.0,0.0,123.0,0.0,0.0,77.5,127.751,77.5,123.0,0.0,0.0,4.850083056841827,0.0,0.0,4.812184355372417,0.0,0.0,4.350277936359301,4.850083056841827,4.350277936359301,4.812184355372417
2014,26,N00001813,0.0,2.0,NY,54.0,0.0,0.0,0.0,120.76,7.7,0.6931471805599453,3.9889840465642745,0.0,4.793805104838638,0,0,1,1,0.0,0.0,120.76,0.0,0.0,54.0,0.0,0.0,0.0,120.76,0.0,54.0,0.0,0.0,4.793805104838638,0.0,0.0,3.9889840465642745,0.0,0.0,0.0,4.793805104838638,0.0,3.9889840465642745
2006,12,N00006425,0.0,3.0,AZ,246.317,294.348,2.0,0.0,261.016,4.7,1.0986122886681098,5.50661932426309,5.684762740818946,5.564581708125753,0,1,0,2006,0.0,261.016,0.0,0.0,246.317,0.0,0.0,294.348,0.0,523598.096,590462.088,494111.902,0.0,5.564581708125753,0.0,0.0,5.50661932426309,0.0,0.0,5.684762740818946,0.0,11162.55090650026,11403.634058082805,11046.278364471758
2008,14,N00006425,0.0,12.0,AZ,294.348,190.785,0.0,0.0,896.628,3.9,2.4849066497880004,5.684762740818946,5.251147139571557,6.798641060321386,0,1,0,2008,0.0,896.628,0.0,0.0,294.348,0.0,0.0,190.785,0.0,1800429.024,383096.27999999997,591050.784,0.0,6.798641060321386,0.0,0.0,5.684762740818946,0.0,0.0,5.251147139571557,0.0,13651.671249125344,10544.303456259688,11415.003583564443
2010,16,N00006425,0.0,2.0,AZ,190.785,0.0,0.0,1.0,2.0,9.9,0.6931471805599453,5.251147139571557,0.0,0.6931471805599453,0,1,0,1,0.0,2.0,0.0,0.0,190.785,0.0,0.0,0.0,0.0,2.0,0.0,190.785,0.0,0.6931471805599453,0.0,0.0,5.251147139571557,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,5.251147139571557
2006,20,N00000652,0.0,13.0,CT,416.562,382.193,2.0,0.0,869.3919999999997,4.9,2.5649493574615367,6.032035310072232,5.945925716620136,6.767794116764023,0,0,1,2006,0.0,0.0,869.3919999999997,0.0,0.0,416.562,0.0,0.0,382.193,1744000.3519999995,766679.1579999999,835623.372,0.0,0.0,6.767794116764023,0.0,0.0,6.032035310072232,0.0,0.0,5.945925716620136,13576.19499822863,11927.526987539992,12100.262832004899
2008,22,N00000652,0.0,8.0,CT,382.193,10.525,0.0,0.0,1777.78,4.5,2.0794415416798357,5.945925716620136,2.3537533795684453,7.483120673884918,0,0,1,2008,0.0,0.0,1777.78,0.0,0.0,382.193,0.0,0.0,10.525,3569782.2399999998,21134.2,767443.544,0.0,0.0,7.483120673884918,0.0,0.0,5.945925716620136,0.0,0.0,2.3537533795684453,15026.106313160915,4726.336786173439,11939.418838973232
2006,30,N00005105,0.0,2.0,MO,329.202,386.681,2.0,0.0,324.6790000000001,5.4,0.6931471805599453,5.796671544118603,5.957600063710781,5.782837001932584,0,0,1,2006,0.0,0.0,324.6790000000001,0.0,0.0,329.202,0.0,0.0,386.681,651306.0740000001,775682.086,660379.2119999999,0.0,0.0,5.782837001932584,0.0,0.0,5.796671544118603,0.0,0.0,5.957600063710781,11600.371025876762,11950.945727803826,11628.123117501918
2008,32,N00005105,0.0,4.0,MO,386.681,643.869,1.0,1.0,390.034,5.1,1.3862943611198906,5.957600063710781,6.4674952892634145,5.966233914810961,0,0,1,2008,0.0,0.0,390.034,0.0,0.0,386.681,0.0,0.0,643.869,783188.272,1292888.952,776455.448,0.0,0.0,5.966233914810961,0.0,0.0,5.957600063710781,0.0,0.0,6.4674952892634145,11980.197700940409,12986.730540840936,11962.860927931248
2010,34,N00005105,0.0,5.0,MO,643.869,0.0,0.0,1.0,1030.822,9.3,1.6094379124341003,6.4674952892634145,0.0,6.938111821196947,0,0,1,1,0.0,0.0,1030.822,0.0,0.0,643.869,0.0,0.0,0.0,1030.822,0.0,643.869,0.0,0.0,6.938111821196947,0.0,0.0,6.4674952892634145,0.0,0.0,0.0,6.938111821196947,0.0,6.4674952892634145
2006,20,N00001311,0.0,5.0,NY,124.0,249.683,5.0,0.0,178.229,5.0,1.6094379124341003,4.820281565605037,5.520192113270026,5.183069240292308,0,0,1,2006,0.0,0.0,178.229,0.0,0.0,124.0,0.0,0.0,249.683,357527.374,500864.098,248744.0,0.0,0.0,5.183069240292308,0.0,0.0,4.820281565605037,0.0,0.0,5.520192113270026,10397.23689602637,11073.505379219672,9669.484820603704
2008,22,N00001311,0.0,4.0,NY,249.683,209.175,1.0,0.0,334.922,4.6,1.3862943611198906,5.520192113270026,5.343171222181662,5.813897668893703,0,0,1,2008,0.0,0.0,334.922,0.0,0.0,249.683,0.0,0.0,209.175,672523.376,420023.4,501363.464,0.0,0.0,5.813897668893703,0.0,0.0,5.520192113270026,0.0,0.0,5.343171222181662,11674.306519138556,10729.087814140777,11084.545763446213
2010,24,N00001311,0.0,2.0,NY,209.175,269.521,3.0,0.0,316.194,8.3,0.6931471805599453,5.343171222181662,5.596646309391207,5.75635594926327,0,0,1,1,0.0,0.0,316.194,0.0,0.0,209.175,0.0,0.0,269.521,316.194,269.521,209.175,0.0,0.0,5.75635594926327,0.0,0.0,5.343171222181662,0.0,0.0,5.596646309391207,5.75635594926327,5.596646309391207,5.343171222181662
2012,26,N00001311,0.0,7.0,NY,269.521,303.5,2.0,0.0,1105.267,8.3,1.9459101490553132,5.596646309391207,5.715381610499553,7.007842213723554,0,0,1,1,0.0,0.0,1105.267,0.0,0.0,269.521,0.0,0.0,303.5,1105.267,303.5,269.521,0.0,0.0,7.007842213723554,0.0,0.0,5.596646309391207,0.0,0.0,5.715381610499553,7.007842213723554,5.715381610499553,5.596646309391207
2014,28,N00001311,0.0,4.0,NY,303.5,0.0,0.0,1.0,310.136,7.7,1.3862943611198906,5.715381610499553,0.0,5.737010910951657,0,0,1,1,0.0,0.0,310.136,0.0,0.0,303.5,0.0,0.0,0.0,310.136,0.0,303.5,0.0,0.0,5.737010910951657,0.0,0.0,5.715381610499553,0.0,0.0,0.0,5.737010910951657,0.0,5.715381610499553
2006,26,N00009816,0.0,12.0,NJ,46.338,85.75,3.0,0.0,164.75400000000005,4.5,2.4849066497880004,3.835962358815182,4.45143608604605,5.104453452298808,0,0,1,2006,0.0,0.0,164.75400000000005,0.0,0.0,46.338,0.0,0.0,85.75,330496.5240000001,172014.5,92954.028,0.0,0.0,5.104453452298808,0.0,0.0,3.835962358815182,0.0,0.0,4.45143608604605,10239.533625311407,8929.580788608375,7694.940491783255
2008,28,N00009816,0.0,9.0,NJ,85.75,106.95,1.0,0.0,164.433,4.3,2.1972245773362196,4.45143608604605,4.672361435528415,5.10250319240553,0,0,1,2008,0.0,0.0,164.433,0.0,0.0,85.75,0.0,0.0,106.95,330181.464,214755.6,172186.0,0.0,0.0,5.10250319240553,0.0,0.0,4.45143608604605,0.0,0.0,4.672361435528415,10245.826410350304,9382.101762541057,8938.483660780468
2010,30,N00009816,0.0,8.0,NJ,106.95,63.9,3.0,0.0,165.771,9.1,2.0794415416798357,4.672361435528415,4.157319361383489,5.1106073178731855,0,0,1,1,0.0,0.0,165.771,0.0,0.0,106.95,0.0,0.0,63.9,165.771,63.9,106.95,0.0,0.0,5.1106073178731855,0.0,0.0,4.672361435528415,0.0,0.0,4.157319361383489,5.1106073178731855,4.157319361383489,4.672361435528415
2012,32,N00009816,0.0,6.0,NJ,63.9,57.3,2.0,0.0,149.828,9.3,1.791759469228055,4.157319361383489,4.048300623720694,5.009487969504372,0,0,1,1,0.0,0.0,149.828,0.0,0.0,63.9,0.0,0.0,57.3,149.828,57.3,63.9,0.0,0.0,5.009487969504372,0.0,0.0,4.157319361383489,0.0,0.0,4.048300623720694,5.009487969504372,4.048300623720694,4.157319361383489
